"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101152906";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150806";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151142";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153415";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149224";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149333";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149974";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146165";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154878";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148880";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155338";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155041";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147446";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150689";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150333";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150484";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147263";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154683";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146746";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148787";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154487";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149448";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150379";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152117";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151954";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150434";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149768";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147351";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153258";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154876";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152028";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150863";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153494";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148364";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149450";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152829";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150387";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150752";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146991";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151719";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149825";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150380";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154089";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152989";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151697";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152450";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150026";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146935";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152092";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152729";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154357";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154935";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152006";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150911";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147196";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150006";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152937";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152469";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148506";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151497";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155720";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155448";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149144";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154482";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149664";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148962";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154630";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155516";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154600";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151096";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146483";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152145";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154622";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152284";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154972";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151804";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152838";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150148";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150699";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153875";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148826";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154984";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150506";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154831";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101145940";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148436";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146472";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152298";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151923";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147067";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151911";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146669";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153377";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149774";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153685";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154364";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147087";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146728";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149485";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152722";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154645";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150895";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154851";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148539";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146037";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154871";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148929";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149150";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153028";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149010";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149465";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152199";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151827";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149024";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154088";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151826";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153374";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149226";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149195";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154087";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146144";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154394";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149452";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150849";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148590";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151806";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153323";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152408";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152348";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154204";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146615";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149192";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149251";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152533";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153616";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151314";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147030";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153098";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153366";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146745";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155332";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152468";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148249";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148414";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149227";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152308";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150924";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153363";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153315";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152834";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151352";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150667";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148998";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152690";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149188";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154396";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149051";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153691";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149868";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151875";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155599";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146498";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153230";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152097";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152804";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152254";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150001";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152498";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150159";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154386";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150325";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150926";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149711";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153574";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101145975";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153155";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146219";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153667";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151221";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150590";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152844";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150135";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153103";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155175";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149854";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150017";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149960";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155602";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149563";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154248";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146660";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150889";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154427";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152670";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154525";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148720";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155152";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154421";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150349";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150622";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150702";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148607";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150950";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149941";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152035";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148337";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150893";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150357";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152245";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151450";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151819";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148934";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153960";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152950";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153909";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149130";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150795";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149152";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152204";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146306";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151041";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151717";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153099";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152753";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149587";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150177";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154254";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154359";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149368";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155280";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148824";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150529";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149764";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149891";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155136";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154855";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101145976";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155569";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149113";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150388";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151006";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153880";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152258";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152202";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152771";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149291";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150093";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146622";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153594";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150270";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147370";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149839";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150019";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150692";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155441";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154464";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146918";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154283";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153515";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149182";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146719";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151772";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154567";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149173";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152004";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154299";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154545";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150870";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149232";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148056";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148213";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153243";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149540";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150850";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150565";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150688";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148336";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154194";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154127";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150168";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149388";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151942";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150190";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151377";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146363";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155157";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151185";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101147049";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149823";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101149782";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151113";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155151";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154728";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151139";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155653";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152780";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150147";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152801";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101148801";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101152238";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150035";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154161";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153019";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101153428";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146767";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146593";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146515";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150312";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101155395";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151531";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101146598";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101154906";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101150523";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101151968";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
